TP,Kn,Nu,Wrn,Ukr,Tgl Msk,Umur,Awal,Masuk,Jual,Kirim,Akhir,STR,SSR
Celana Panjang,Kain Kain Kebun,1,Navy,L,8/23/2024,29,0,2,0,0,2,0.00,0.00
Celana Panjang,Kain Kain Rajut,1,Magenta,S,8/23/2024,29,0,1,0,0,1,0.00,0.00
Celana Panjang,Kain Kain Rajut,1,Magenta,M,8/23/2024,29,0,1,0,0,1,0.00,0.00
Celana Panjang,Kain Kain Rajut,1,Magenta,L,8/23/2024,29,0,2,0,0,2,0.00,0.00
Celana Panjang,Kain Kain Luxury,1,Hijau,S,2/5/2024,229,0,4,1,3,0,0.25,4.00
Celana Panjang,Kain Kain Luxury,1,Hijau,M,2/5/2024,229,0,4,0,4,0,0.00,0.00
Celana Panjang,Kain Kain Luxury,1,Hijau,L,2/5/2024,229,0,4,0,4,0,0.00,0.00
Celana Panjang,Kain Kain Eksklusif,1,Magenta,S,2/9/2024,225,0,4,1,3,0,0.25,4.00
Celana Panjang,Kain Kain Eksklusif,1,Magenta,M,2/9/2024,225,1,3,0,4,0,0.00,0.00
Celana Panjang,Kain Kain Eksklusif,1,Magenta,L,2/9/2024,225,2,2,0,4,0,0.00,0.00
Celana Panjang,Kain Kain Spesial,1,Lilac,S,2/5/2024,229,0,4,0,4,0,0.00,0.00
Celana Panjang,Kain Kain Spesial,1,Lilac,M,2/5/2024,229,1,3,0,4,0,0.00,0.00
Celana Panjang,Kain Kain Spesial,1,Lilac,L,2/5/2024,229,2,2,1,3,0,0.25,4.00
Dress,Polyester,62,Hijau,S,12/2/2023,294,2,0,0,2,0,0.00,0.00
Dress,Polyester,62,Hijau,M,12/2/2023,294,1,0,0,1,0,0.00,0.00
Dress,Polyester,62,Hijau,L,12/2/2023,294,2,0,0,2,0,0.00,0.00
Dress,Polyester,63,Hijau,S,12/2/2023,294,2,0,0,2,0,0.00,0.00
Dress,Polyester,63,Hijau,M,12/2/2023,294,3,0,0,3,0,0.00,0.00
Dress,Polyester,63,Hijau,L,12/2/2023,294,3,0,0,3,0,0.00,0.00
Dress,Polyester,64,Merah,S,3/12/2024,193,2,0,0,2,0,0.00,0.00
Dress,Polyester,64,Merah,M,3/12/2024,193,0,0,0,0,0,0.00,0.00
Dress,Polyester,64,Merah,L,3/12/2024,193,0,0,0,0,0,0.00,0.00
Dress,Polyester,64,Ungu,S,3/12/2024,193,0,0,0,0,0,0.00,0.00
Dress,Polyester,64,Ungu,M,3/12/2024,193,2,0,0,1,1,0.00,0.00
Dress,Polyester,64,Ungu,L,3/12/2024,193,0,0,0,0,0,0.00,0.00
Dress,Polyester,65,Hijau,S,12/2/2023,294,2,0,0,2,0,0.00,0.00
Dress,Polyester,65,Hijau,M,12/2/2023,294,0,0,0,0,0,0.00,0.00
Dress,Polyester,65,Hijau,L,12/2/2023,294,0,0,0,0,0,0.00,0.00
Dress,Polyester,66,Teal,S,11/17/2023,309,1,0,0,1,0,0.00,0.00
Dress,Polyester,66,Teal,M,11/17/2023,309,1,0,0,1,0,0.00,0.00
Dress,Polyester,66,Teal,L,11/17/2023,309,2,0,0,2,0,0.00,0.00
Dress,Polyester,67,Navy,S,11/17/2023,309,1,0,0,1,0,0.00,0.00
Dress,Polyester,67,Navy,M,11/17/2023,309,2,0,0,2,0,0.00,0.00
Dress,Polyester,67,Navy,L,11/17/2023,309,2,0,0,2,0,0.00,0.00
Dress,Polyester,68,Lilac,S,11/17/2023,309,2,0,0,2,0,0.00,0.00
Dress,Polyester,68,Lilac,M,11/17/2023,309,3,0,0,3,0,0.00,0.00
Dress,Polyester,68,Lilac,L,11/17/2023,309,1,0,0,1,0,0.00,0.00
Dress,Polyester,69,Peach,S,11/17/2023,309,2,0,1,1,0,0.50,2.00
Dress,Polyester,69,Peach,M,11/17/2023,309,2,0,1,1,0,0.50,2.00
Dress,Polyester,69,Peach,L,11/17/2023,309,1,0,0,1,0,0.00,0.00
Dress,Polyester,69,Lilac,S,11/17/2023,309,1,0,0,1,0,0.00,0.00
Dress,Polyester,69,Lilac,M,11/17/2023,309,1,0,0,1,0,0.00,0.00
Dress,Polyester,70,Hijau,S,11/11/2023,315,1,0,0,1,0,0.00,0.00
Dress,Polyester,70,Hijau,M,11/11/2023,315,2,0,0,2,0,0.00,0.00
Dress,Polyester,70,Hijau,L,11/11/2023,315,1,0,0,1,0,0.00,0.00
Dress,Polyester,70,Navy,L,11/11/2023,315,1,0,0,1,0,0.00,0.00
Dress,Polyester,70,Lilac,S,11/11/2023,315,0,0,0,0,0,0.00,0.00
Dress,Polyester,70,Lilac,M,11/11/2023,315,2,0,0,2,0,0.00,0.00
Dress,Polyester,72,Merah,S,1/31/2024,234,1,2,2,0,1,0.67,1.50
Dress,Polyester,72,Merah,M,1/31/2024,234,4,2,3,2,1,0.50,2.00
Dress,Polyester,72,Merah,L,1/31/2024,234,0,2,1,0,1,0.50,2.00
Dress,Polyester,72,Hijau,S,1/31/2024,234,1,0,0,0,1,0.00,0.00
Dress,Polyester,72,Hijau,M,1/31/2024,234,3,0,3,0,0,1.00,1.00
Dress,Polyester,72,Lilac,S,1/31/2024,234,2,0,0,0,2,0.00,0.00
Dress,Polyester,72,Lilac,M,1/31/2024,234,1,0,1,0,0,1.00,1.00
Dress,Polyester,72,Charcoal,S,1/31/2024,234,1,0,0,0,1,0.00,0.00
Dress,Polyester,72,Charcoal,M,1/31/2024,234,1,0,0,0,1,0.00,0.00
Dress,Polyester,72,Charcoal,L,1/31/2024,234,1,0,1,0,0,1.00,1.00
Dress,Polyester,73,Hijau,M,1/31/2024,234,1,0,0,1,0,0.00,0.00
Dress,Polyester,73,Hijau,L,1/31/2024,234,0,0,0,0,0,0.00,0.00
Dress,Polyester,74,Charcoal,S,12/15/2023,281,2,0,0,2,0,0.00,0.00
Dress,Polyester,74,Charcoal,M,12/15/2023,281,2,0,0,2,0,0.00,0.00
Dress,Polyester,74,Charcoal,L,12/15/2023,281,2,0,0,2,0,0.00,0.00
Dress,Polyester,76,Lilac,S,1/23/2024,242,4,0,0,4,0,0.00,0.00
Dress,Polyester,76,Lilac,M,1/23/2024,242,8,0,0,8,0,0.00,0.00
Dress,Polyester,76,Lilac,L,1/23/2024,242,2,0,0,2,0,0.00,0.00
Dress,Polyester,77,Navy,S,1/31/2024,234,3,0,0,3,0,0.00,0.00
Dress,Polyester,77,Navy,M,1/31/2024,234,6,0,0,6,0,0.00,0.00
Dress,Polyester,77,Navy,L,1/31/2024,234,2,0,0,2,0,0.00,0.00
Dress,Polyester,78,Lilac,S,1/23/2024,242,4,0,0,0,4,0.00,0.00
Dress,Polyester,78,Lilac,M,1/23/2024,242,5,0,0,4,1,0.00,0.00
Dress,Polyester,78,Lilac,L,1/23/2024,242,0,0,0,0,0,0.00,0.00
Dress,Polyester,79,Salmon,S,1/31/2024,234,0,0,0,0,0,0.00,0.00
Dress,Polyester,79,Salmon,M,1/31/2024,234,0,0,0,0,0,0.00,0.00
Dress,Polyester,82,Navy,S,3/12/2024,193,0,0,0,0,0,0.00,0.00
Dress,Polyester,82,Navy,L,3/12/2024,193,0,0,0,0,0,0.00,0.00
Dress,Polyester,83,Navy,L,3/12/2024,193,2,0,0,0,2,0.00,0.00
Dress,Polyester,83,Navy,XL,3/12/2024,193,2,0,1,0,1,0.50,2.00
Dress,Polyester,83,Navy,XXL,3/12/2024,193,3,0,0,1,2,0.00,0.00
Dress,Polyester,83,Navy,XXXL,3/12/2024,193,2,1,1,0,2,0.33,3.00
Dress,Polyester,84,Hijau,S,3/12/2024,193,0,0,0,0,0,0.00,0.00
Dress,Polyester,84,Hijau,M,3/12/2024,193,1,0,1,0,0,1.00,1.00
Dress,Polyester,84,Hijau,L,3/12/2024,193,2,0,1,0,1,0.50,2.00
Dress,Polyester,85,Hijau,XL,3/12/2024,193,3,0,0,0,3,0.00,0.00
Dress,Polyester,85,Hijau,XXL,3/12/2024,193,4,0,1,0,3,0.25,4.00
Dress,Polyester,85,Hijau,XXXL,3/12/2024,193,4,0,1,0,3,0.25,4.00
Dress,Polyester,86,Abu-abu,S,3/12/2024,193,7,0,1,0,6,0.14,7.00
Dress,Polyester,86,Abu-abu,M,3/12/2024,193,3,0,1,0,2,0.33,3.00
Dress,Polyester,86,Abu-abu,L,3/12/2024,193,2,0,1,0,1,0.50,2.00
Dress,Polyester,87,Abu-abu,XL,3/12/2024,193,3,0,0,0,3,0.00,0.00
Dress,Polyester,87,Abu-abu,XXL,3/12/2024,193,3,0,0,0,3,0.00,0.00
Dress,Polyester,87,Abu-abu,XXXL,3/12/2024,193,3,0,0,0,3,0.00,0.00
Dress,Polyester,88,Pink,S,3/12/2024,193,2,0,2,0,0,1.00,1.00
Dress,Polyester,88,Pink,M,3/12/2024,193,2,0,2,0,0,1.00,1.00
Dress,Polyester,88,Pink,L,3/12/2024,193,2,0,0,0,2,0.00,0.00
Dress,Polyester,97,Salmon,XL,3/12/2024,193,2,0,1,0,1,0.50,2.00
Dress,Polyester,97,Salmon,XXL,3/12/2024,193,2,0,0,1,1,0.00,0.00
Dress,Polyester,97,Salmon,XXXL,3/12/2024,193,3,1,1,0,3,0.25,4.00
Dress,Polyester,98,Salmon,S,3/27/2024,178,1,0,0,0,1,0.00,0.00
Dress,Polyester,98,Salmon,M,3/27/2024,178,3,0,2,0,1,0.67,1.50
Dress,Polyester,98,Salmon,L,3/27/2024,178,4,0,0,0,4,0.00,0.00
Dress,Polyester,99,Hijau,S,5/8/2024,136,0,2,0,2,0,0.00,0.00
Dress,Polyester,99,Hijau,M,5/8/2024,136,0,2,0,2,0,0.00,0.00
Dress,Polyester,99,Hijau,L,5/8/2024,136,0,2,0,2,0,0.00,0.00
Dress,Sutra,7,Hijau,S,5/8/2024,136,0,2,1,1,0,0.50,2.00
Dress,Sutra,7,Hijau,M,5/8/2024,136,0,2,0,2,0,0.00,0.00
Dress,Sutra,7,Hijau,L,5/8/2024,136,0,2,0,2,0,0.00,0.00
Dress,Sutra,7,Lilac,S,5/8/2024,136,0,2,0,2,0,0.00,0.00
Dress,Sutra,7,Lilac,M,5/8/2024,136,0,2,0,2,0,0.00,0.00
Dress,Sutra,7,Lilac,L,5/8/2024,136,0,2,0,2,0,0.00,0.00
Dress,Sutra,13,Merah,S,7/5/2024,78,0,2,0,0,2,0.00,0.00
Dress,Sutra,13,Merah,M,7/5/2024,78,0,4,3,0,1,0.75,1.33
Dress,Sutra,13,Merah,L,7/5/2024,78,0,3,1,0,2,0.33,3.00
Dress,Sutra,14,Charcoal,S,7/10/2024,73,0,2,2,0,0,1.00,1.00
Dress,Sutra,14,Charcoal,M,7/10/2024,73,0,2,1,0,1,0.50,2.00
Dress,Sutra,14,Charcoal,L,7/10/2024,73,0,2,2,0,0,1.00,1.00
Dress,Sutra,15,Hijau,S,7/10/2024,73,0,2,1,0,1,0.50,2.00
Dress,Sutra,15,Hijau,M,7/10/2024,73,0,3,2,0,1,0.67,1.50
Dress,Sutra,15,Hijau,L,7/10/2024,73,0,2,0,0,2,0.00,0.00
Dress,Sutra,16,Merah,S,7/10/2024,73,0,4,1,0,3,0.25,4.00
Dress,Sutra,16,Merah,M,7/10/2024,73,0,2,1,0,1,0.50,2.00
Dress,Sutra,16,Merah,L,7/10/2024,73,0,3,1,0,2,0.33,3.00
Dress,Sutra,17,Charcoal,S,7/10/2024,73,0,2,2,0,0,1.00,1.00
Dress,Sutra,17,Charcoal,M,7/10/2024,73,0,3,1,0,2,0.33,3.00
Dress,Sutra,17,Charcoal,L,7/10/2024,73,0,3,3,0,0,1.00,1.00
Dress,Sutra,39,Ungu,S,8/31/2024,21,0,2,0,0,2,0.00,0.00
Dress,Sutra,39,Ungu,M,8/31/2024,21,0,2,0,0,2,0.00,0.00
Dress,Sutra,39,Ungu,L,8/31/2024,21,0,2,0,0,2,0.00,0.00
Dress,Sutra,40,Krem,S,8/31/2024,21,0,2,0,0,2,0.00,0.00
Dress,Sutra,40,Krem,M,8/31/2024,21,0,2,1,0,1,0.50,2.00
Dress,Sutra,40,Krem,L,8/31/2024,21,0,2,0,0,2,0.00,0.00
Sweater,Kain Kain Bambu,1,Mint,S,7/30/2024,53,0,2,0,0,2,0.00,0.00
Sweater,Kain Kain Bambu,1,Mint,M,7/30/2024,53,0,2,0,0,2,0.00,0.00
Sweater,Kain Kain Bambu,1,Mint,L,7/30/2024,53,0,2,0,0,2,0.00,0.00
Jumpsuit,Polyester,1,Navy,S,2/3/2024,231,0,0,0,0,0,0.00,0.00
Jumpsuit,Polyester,1,Navy,M,2/3/2024,231,2,0,0,0,2,0.00,0.00
Jumpsuit,Polyester,1,Navy,L,2/3/2024,231,2,0,0,0,2,0.00,0.00
Jumpsuit,Polyester,1,Lilac,S,2/3/2024,231,0,2,0,0,2,0.00,0.00
Jumpsuit,Polyester,1,Lilac,M,2/3/2024,231,0,2,1,0,1,0.50,2.00
Jumpsuit,Polyester,1,Lilac,L,2/3/2024,231,1,1,0,0,2,0.00,0.00
Jumpsuit,Polyester,2,Hijau,S,1/31/2024,234,2,1,2,0,1,0.67,1.50
Jumpsuit,Polyester,2,Hijau,M,1/31/2024,234,0,1,0,0,1,0.00,0.00
Jumpsuit,Polyester,2,Hijau,L,1/31/2024,234,0,1,0,0,1,0.00,0.00
Jumpsuit,Polyester,3,Hijau,S,1/31/2024,234,0,1,0,1,0,0.00,0.00
Jumpsuit,Polyester,3,Hijau,M,1/31/2024,234,3,0,0,1,2,0.00,0.00
Jumpsuit,Polyester,3,Hijau,L,1/31/2024,234,2,1,0,2,1,0.00,0.00
Jumpsuit,Polyester,5,Merah,S,1/23/2024,242,2,0,0,2,0,0.00,0.00
Jumpsuit,Polyester,5,Merah,M,1/23/2024,242,2,0,0,2,0,0.00,0.00
Jumpsuit,Polyester,5,Merah,L,1/23/2024,242,2,0,0,2,0,0.00,0.00
Jumpsuit,Polyester,6,Burgundy,S,1/18/2024,247,1,0,1,0,0,1.00,1.00
Jumpsuit,Polyester,6,Burgundy,M,1/18/2024,247,7,0,0,0,7,0.00,0.00
Jumpsuit,Polyester,6,Burgundy,L,1/18/2024,247,1,0,0,0,1,0.00,0.00
Jumpsuit,Polyester,7,Hijau,S,1/29/2024,236,0,2,0,2,0,0.00,0.00
Jumpsuit,Polyester,7,Hijau,M,1/29/2024,236,1,1,0,2,0,0.00,0.00
Jumpsuit,Polyester,7,Hijau,L,1/29/2024,236,2,0,0,2,0,0.00,0.00
Jumpsuit,Polyester,8,Hijau,S,1/29/2024,236,1,1,0,2,0,0.00,0.00
Jumpsuit,Polyester,8,Hijau,M,1/29/2024,236,2,0,0,2,0,0.00,0.00
Jumpsuit,Polyester,8,Hijau,L,1/29/2024,236,1,1,0,2,0,0.00,0.00
Jumpsuit,Polyester,10,Lavender,S,1/23/2024,242,0,2,0,2,0,0.00,0.00
Jumpsuit,Polyester,10,Lavender,M,1/23/2024,242,0,1,0,1,0,0.00,0.00
Jumpsuit,Polyester,10,Lavender,L,1/23/2024,242,2,0,0,2,0,0.00,0.00
Jumpsuit,Polyester,11,Lavender,M,1/22/2024,243,3,0,0,3,0,0.00,0.00
Jumpsuit,Polyester,12,Merah,S,1/24/2024,241,2,0,0,2,0,0.00,0.00
Jumpsuit,Polyester,12,Merah,M,1/24/2024,241,2,0,0,2,0,0.00,0.00
Jumpsuit,Polyester,12,Merah,L,1/24/2024,241,1,0,0,1,0,0.00,0.00
Jumpsuit,Polyester,12,Lilac,S,1/24/2024,241,0,0,0,0,0,0.00,0.00
Jumpsuit,Polyester,12,Lilac,M,1/24/2024,241,2,0,0,2,0,0.00,0.00
Jumpsuit,Polyester,12,Lilac,L,1/24/2024,241,0,0,0,0,0,0.00,0.00
Jumpsuit,Polyester,13,Lilac,S,1/29/2024,236,0,2,2,0,0,1.00,1.00
Jumpsuit,Polyester,13,Lilac,M,1/29/2024,236,2,0,0,2,0,0.00,0.00
Jumpsuit,Polyester,13,Lilac,L,1/29/2024,236,1,1,0,2,0,0.00,0.00
Jumpsuit,Polyester,14,Merah,S,1/4/2024,261,1,0,0,1,0,0.00,0.00
Jumpsuit,Polyester,14,Merah,M,1/4/2024,261,3,0,0,3,0,0.00,0.00
Jumpsuit,Polyester,14,Hijau,M,1/4/2024,261,0,0,0,0,0,0.00,0.00
Jumpsuit,Polyester,15,Merah,S,1/23/2024,242,3,0,0,3,0,0.00,0.00
Jumpsuit,Polyester,15,Merah,M,1/23/2024,242,2,0,1,1,0,0.50,2.00
Jumpsuit,Polyester,15,Merah,L,1/23/2024,242,2,0,0,2,0,0.00,0.00
Jumpsuit,Polyester,16,Lilac,S,8/5/2024,47,0,1,0,0,1,0.00,0.00
Jumpsuit,Polyester,16,Lilac,M,8/5/2024,47,0,1,0,0,1,0.00,0.00
Jumpsuit,Polyester,16,Lilac,L,8/5/2024,47,0,1,0,0,1,0.00,0.00
Jumpsuit,Polyester,17,Salmon,S,7/29/2024,54,0,1,0,0,1,0.00,0.00
Jumpsuit,Polyester,17,Salmon,M,7/29/2024,54,0,1,0,0,1,0.00,0.00
Jumpsuit,Polyester,17,Salmon,L,7/29/2024,54,0,1,0,0,1,0.00,0.00
Jumpsuit,Polyester,19,Lilac,S,7/19/2024,64,0,2,0,0,2,0.00,0.00
Jumpsuit,Polyester,19,Lilac,M,7/19/2024,64,0,2,0,0,2,0.00,0.00
Jumpsuit,Polyester,19,Lilac,L,7/19/2024,64,0,2,0,0,2,0.00,0.00
Jumpsuit,Polyester,20,Salmon,S,8/5/2024,47,0,1,0,0,1,0.00,0.00
Jumpsuit,Polyester,20,Salmon,M,8/5/2024,47,0,1,0,0,1,0.00,0.00
Jumpsuit,Polyester,20,Salmon,L,8/5/2024,47,0,2,0,0,2,0.00,0.00
Jumpsuit,Sutra,1,Lavender,S,7/24/2024,59,0,2,0,0,2,0.00,0.00
Jumpsuit,Sutra,1,Lavender,M,7/24/2024,59,0,2,0,0,2,0.00,0.00
Jumpsuit,Sutra,1,Lavender,L,7/24/2024,59,0,2,0,0,2,0.00,0.00
Jumpsuit,Sutra,2,Hijau,S,7/23/2024,60,0,2,0,0,2,0.00,0.00
Jumpsuit,Sutra,2,Hijau,M,7/23/2024,60,0,2,0,0,2,0.00,0.00
Jumpsuit,Sutra,2,Hijau,L,7/23/2024,60,0,2,0,0,2,0.00,0.00
Jumpsuit,Sutra,3,Lavender,S,7/23/2024,60,0,2,0,0,2,0.00,0.00
Jumpsuit,Sutra,3,Lavender,M,7/23/2024,60,0,2,0,0,2,0.00,0.00
Jumpsuit,Sutra,3,Lavender,L,7/23/2024,60,0,2,0,0,2,0.00,0.00
Jumpsuit,Sutra,4,Lilac,S,7/23/2024,60,0,2,0,0,2,0.00,0.00
Jumpsuit,Sutra,4,Lilac,M,7/23/2024,60,0,2,0,0,2,0.00,0.00
Jumpsuit,Sutra,4,Lilac,L,7/23/2024,60,0,2,0,0,2,0.00,0.00
Jumpsuit,Sutra,5,Merah,S,7/24/2024,59,0,2,0,0,2,0.00,0.00
Jumpsuit,Sutra,5,Merah,M,7/24/2024,59,0,2,0,0,2,0.00,0.00
Jumpsuit,Sutra,5,Merah,L,7/24/2024,59,0,2,0,0,2,0.00,0.00
Jumpsuit,Wool,1,Hitam,S,5/8/2024,136,0,2,1,0,1,0.50,2.00
Jumpsuit,Wool,1,Hitam,M,5/8/2024,136,0,2,0,0,2,0.00,0.00
Jumpsuit,Wool,1,Hitam,L,5/8/2024,136,0,2,0,0,2,0.00,0.00
Kaos Tidur,Sutra,1,Lavender,S,7/23/2024,60,0,2,1,0,1,0.50,2.00
Kaos Tidur,Sutra,1,Lavender,M,7/23/2024,60,0,2,0,0,2,0.00,0.00
Kaos Tidur,Sutra,1,Lavender,L,7/23/2024,60,0,2,0,0,2,0.00,0.00
Kaos Tidur,Sutra,1,Mint,S,7/23/2024,60,0,2,0,0,2,0.00,0.00
Kaos Tidur,Sutra,1,Mint,M,7/23/2024,60,0,2,0,0,2,0.00,0.00
Kaos Tidur,Sutra,1,Mint,L,7/23/2024,60,0,2,0,0,2,0.00,0.00
Kaos Tidur,Sutra,2,Hijau,S,7/27/2024,56,0,2,0,0,2,0.00,0.00
Kaos Tidur,Sutra,2,Hijau,M,7/27/2024,56,0,2,0,0,2,0.00,0.00
Kaos Tidur,Sutra,2,Hijau,L,7/27/2024,56,0,2,0,0,2,0.00,0.00
Pakaian Dalam,Katun,98,Hijau,N/A,2/2/2024,232,2,0,1,0,1,0.50,2.00
Pakaian Dalam,Katun,99,Hijau,N/A,2/2/2024,232,2,0,1,0,1,0.50,2.00
Pakaian Dalam,Rayon,1,Hitam,N/A,2/28/2024,206,4,0,2,0,2,0.50,2.00
Pakaian Dalam,Rayon,2,Charcoal,N/A,7/2/2024,81,0,3,3,0,0,1.00,1.00
Pakaian Dalam,Rayon,3,Hijau,N/A,7/2/2024,81,0,5,0,0,5,0.00,0.00
Pakaian Dalam,Rayon,4,Merah,N/A,7/5/2024,78,0,3,2,0,1,0.67,1.50
Pakaian Dalam,Rayon,5,Merah,N/A,7/9/2024,74,0,3,3,0,0,1.00,1.00
Pakaian Dalam,Rayon,6,Lilac,N/A,7/24/2024,59,0,4,1,0,3,0.25,4.00
Pakaian Dalam,Rayon,7,Hijau,N/A,7/24/2024,59,0,4,0,0,4,0.00,0.00
Pakaian Dalam,Spandex,1,Hitam,N/A,3/9/2024,196,2,0,0,0,2,0.00,0.00
Pakaian Dalam,Spandex,2,Biru,N/A,7/2/2024,81,0,5,1,0,4,0.20,5.00
Pakaian Dalam,Kain Twill,2,Navy,N/A,8/21/2024,31,0,2,0,0,2,0.00,0.00
Pakaian Dalam,Kain Kafan,1,Hijau,N/A,8/14/2024,38,0,2,0,0,2,0.00,0.00
Pakaian Dalam,Kain Kafan,2,Hijau,N/A,8/21/2024,31,0,2,0,0,2,0.00,0.00
Pakaian Renang,Kain Terrycloth,2,Abu-abu,N/A,1/22/2024,243,5,1,0,6,0,0.00,0.00
Jaket Bomber,Spandex,1,Hijau,N/A,2/28/2024,206,1,0,0,0,1,0.00,0.00
Cardigan,Katun,1,Hijau,N/A,2/7/2024,227,3,0,0,3,0,0.00,0.00
Pakaian Olahraga,Kain Jacquard,1,Coklat,S,1/8/2024,257,1,0,0,1,0,0.00,0.00
Pakaian Olahraga,Kain Jacquard,1,Perak,S,1/8/2024,257,0,0,0,0,0,0.00,0.00
Pakaian Olahraga,Kain Jacquard,1,Perak,M,1/8/2024,257,0,0,0,0,0,0.00,0.00
Pakaian Olahraga,Kain Jacquard,1,Perak,L,1/8/2024,257,0,0,0,0,0,0.00,0.00
Pakaian Olahraga,Kain Jacquard,1,Coral,S,1/8/2024,257,2,1,2,1,0,0.67,1.50
Pakaian Olahraga,Kain Jacquard,1,Coral,M,1/8/2024,257,2,1,0,2,1,0.00,0.00
Pakaian Olahraga,Kain Jacquard,1,Coral,L,1/8/2024,257,3,1,3,1,0,0.75,1.33
Pakaian Olahraga,Kain Suede,5,Perak,S,6/22/2024,91,0,3,1,0,2,0.33,3.00
Pakaian Olahraga,Kain Suede,5,Perak,M,6/22/2024,91,0,3,2,0,1,0.67,1.50
Pakaian Olahraga,Kain Suede,5,Perak,L,6/22/2024,91,0,2,1,0,1,0.50,2.00
Pakaian Olahraga,Kain Suede,5,Plum,S,6/22/2024,91,0,6,5,1,0,0.83,1.20
Pakaian Olahraga,Kain Suede,5,Plum,M,6/22/2024,91,0,4,3,1,0,0.75,1.33
Pakaian Olahraga,Kain Suede,5,Plum,L,6/22/2024,91,0,3,2,0,1,0.67,1.50
Pakaian Formal,Kain Seersucker,3,Merah,S,2/29/2024,205,0,2,0,2,0,0.00,0.00
Pakaian Formal,Kain Seersucker,3,Merah,M,2/29/2024,205,0,2,0,2,0,0.00,0.00
Pakaian Formal,Kain Seersucker,3,Merah,L,2/29/2024,205,1,2,0,3,0,0.00,0.00
Pakaian Formal,Kain Seersucker,4,Lilac,S,1/29/2024,236,0,2,1,1,0,0.50,2.00
Pakaian Formal,Kain Seersucker,4,Lilac,M,1/29/2024,236,0,2,1,1,0,0.50,2.00
Pakaian Formal,Kain Seersucker,4,Lilac,L,1/29/2024,236,0,2,2,0,0,1.00,1.00
Pakaian Formal,Kain Seersucker,5,Navy,S,1/23/2024,242,0,2,2,0,0,1.00,1.00
Pakaian Formal,Kain Seersucker,5,Navy,M,1/23/2024,242,0,2,1,1,0,0.50,2.00
Pakaian Formal,Kain Seersucker,5,Navy,L,1/23/2024,242,0,2,0,2,0,0.00,0.00
Pakaian Formal,Kain Seersucker,7,Hijau,S,7/30/2024,53,0,2,0,0,2,0.00,0.00
Pakaian Formal,Kain Seersucker,7,Hijau,M,7/30/2024,53,0,2,0,0,2,0.00,0.00
Pakaian Formal,Kain Seersucker,7,Hijau,L,7/30/2024,53,0,2,0,0,2,0.00,0.00
Pakaian Formal,Kain Terrycloth,1,Hijau,S,2/16/2024,218,2,0,2,0,0,1.00,1.00
Pakaian Formal,Kain Terrycloth,1,Hijau,M,2/16/2024,218,2,1,1,2,0,0.33,3.00
Pakaian Formal,Kain Terrycloth,1,Hijau,L,2/16/2024,218,1,1,0,2,0,0.00,0.00
Pakaian Santai,Kain Jaring,1,Maroon,S,1/23/2024,242,7,0,5,2,0,0.71,1.40
Pakaian Santai,Kain Jaring,1,Maroon,M,1/23/2024,242,6,0,3,2,1,0.50,2.00
Pakaian Santai,Kain Jaring,1,Maroon,L,1/23/2024,242,6,0,0,2,4,0.00,0.00
Pakaian Santai,Kain Jaring,1,Dark Blue,S,1/23/2024,242,3,0,1,1,1,0.33,3.00
Pakaian Santai,Kain Jaring,1,Dark Blue,M,1/23/2024,242,4,0,0,1,3,0.00,0.00
Pakaian Santai,Kain Jaring,1,Dark Blue,L,1/23/2024,242,4,0,0,2,2,0.00,0.00
Pakaian Santai,Kain Jaring,2,Perak,S,2/27/2024,207,4,0,0,4,0,0.00,0.00
Pakaian Santai,Kain Jaring,2,Perak,M,2/27/2024,207,3,0,0,3,0,0.00,0.00
Pakaian Santai,Kain Jaring,2,Perak,L,2/27/2024,207,4,0,0,4,0,0.00,0.00
Pakaian Santai,Kain Microfiber,1,Cyan,S,2/12/2024,222,2,0,0,2,0,0.00,0.00
Pakaian Santai,Kain Microfiber,1,Cyan,M,2/12/2024,222,2,0,0,2,0,0.00,0.00
Pakaian Santai,Kain Microfiber,1,Cyan,L,2/12/2024,222,2,0,0,2,0,0.00,0.00
Pakaian Santai,Kain Microfiber,2,Oranye,S,2/15/2024,219,1,1,0,2,0,0.00,0.00
Pakaian Santai,Kain Microfiber,2,Oranye,M,2/15/2024,219,2,0,0,2,0,0.00,0.00
Pakaian Santai,Kain Microfiber,2,Oranye,L,2/15/2024,219,1,1,0,2,0,0.00,0.00
Pakaian Santai,Kain Taffeta,2,Lavender,S,3/25/2024,180,11,1,0,11,1,0.00,0.00
Pakaian Santai,Kain Taffeta,2,Lavender,M,3/25/2024,180,10,2,0,10,2,0.00,0.00
Pakaian Santai,Kain Taffeta,2,Lavender,L,3/25/2024,180,9,3,1,9,2,0.08,12.00
Aksesori,Kain Jacquard,1,Coklat,S,12/12/2023,284,0,2,0,0,2,0.00,0.00
Aksesori,Kain Jacquard,1,Coklat,M,12/12/2023,284,0,2,1,0,1,0.50,2.00
Aksesori,Kain Jacquard,1,Coklat,L,12/12/2023,284,0,2,0,0,2,0.00,0.00
Aksesori,Kain Jacquard,1,Maroon,S,12/12/2023,284,0,0,0,0,0,0.00,0.00
Aksesori,Kain Jacquard,1,Maroon,M,12/12/2023,284,0,0,0,0,0,0.00,0.00
Aksesori,Kain Jacquard,1,Maroon,L,12/12/2023,284,0,0,0,0,0,0.00,0.00
Sepatu,N/A,1,N/A,N/A,2/12/2015,3509,0,0,0,0,0,0.00,0.00
